FID;Municipality;Application;Antenna height;Coordinates;
antenneregister.fid-5a1e297e_17d0a604c22_-2533;Albrandswaard;GSM 900;20;89950;431240
antenneregister.fid-5a1e297e_17d0a604c22_-2532;Albrandswaard;GSM 900;27.4;88710.33013;431800.5
antenneregister.fid-5a1e297e_17d0a604c22_-2531;Albrandswaard;LTE;14.1;88255.66987;431752.5
antenneregister.fid-5a1e297e_17d0a604c22_-2530;Albrandswaard;LTE;24;86995.66987;431097.5
antenneregister.fid-5a1e297e_17d0a604c22_-252f;Albrandswaard;LTE;16.3;86637.66987;429278.5
antenneregister.fid-5a1e297e_17d0a604c22_-252e;Albrandswaard;LTE;17;86469;429977
antenneregister.fid-5a1e297e_17d0a604c22_-252d;Albrandswaard;LTE;16.3;86598.26795;430124
antenneregister.fid-5a1e297e_17d0a604c22_-252c;Albrandswaard;LTE;19.4;86469.26795;430105
antenneregister.fid-5a1e297e_17d0a604c22_-252b;Albrandswaard;LTE;18.6;88741;430268
antenneregister.fid-5a1e297e_17d0a604c22_-252a;Albrandswaard;LTE;28.9;92569.66987;429615.5
antenneregister.fid-5a1e297e_17d0a604c22_-2529;Albrandswaard;LTE;28.2;92563.66987;429610.5
antenneregister.fid-5a1e297e_17d0a604c22_-2528;Albrandswaard;LTE;28.7;92569;429619
antenneregister.fid-5a1e297e_17d0a604c22_-2527;Albrandswaard;LTE;20.5;88341.26795;430406
antenneregister.fid-5a1e297e_17d0a604c22_-2526;Albrandswaard;LTE;19.2;88328.26795;430419
antenneregister.fid-5a1e297e_17d0a604c22_-2525;Albrandswaard;LTE;27.4;88701.66987;431800.5
antenneregister.fid-5a1e297e_17d0a604c22_-2524;Albrandswaard;LTE;16.6;88514;431866
antenneregister.fid-5a1e297e_17d0a604c22_-2523;Albrandswaard;UMTS;14.1;88260;431757
antenneregister.fid-5a1e297e_17d0a604c22_-2522;Albrandswaard;UMTS;17.6;86600;430130
antenneregister.fid-5a1e297e_17d0a604c22_-2521;Albrandswaard;UMTS;24;87000;431102
antenneregister.fid-5a1e297e_17d0a604c22_-2520;Albrandswaard;UMTS;17.6;86642;429283
antenneregister.fid-5a1e297e_17d0a604c22_-251f;Albrandswaard;UMTS;19.4;86471;430108
antenneregister.fid-5a1e297e_17d0a604c22_-251e;Albrandswaard;UMTS;28.7;92569;429623
antenneregister.fid-5a1e297e_17d0a604c22_-251d;Albrandswaard;UMTS;21.1;89650;431352
antenneregister.fid-5a1e297e_17d0a604c22_-251c;Albrandswaard;UMTS;20.5;88330;430422
antenneregister.fid-5a1e297e_17d0a604c22_-251b;Albrandswaard;UMTS;28.2;92568;429615
antenneregister.fid-5a1e297e_17d0a604c22_-251a;Albrandswaard;UMTS;28.9;92574;429623
antenneregister.fid-5a1e297e_17d0a604c22_-2519;Albrandswaard;UMTS;20.5;88343;430409
antenneregister.fid-5a1e297e_17d0a604c22_-2518;Albrandswaard;UMTS;18.6;88746;430270
antenneregister.fid-5a1e297e_17d0a604c22_-2517;Albrandswaard;UMTS;27.4;88706;431808
antenneregister.fid-5a1e297e_17d0a604c22_-2516;Albrandswaard;UMTS;16.6;88514;431876
antenneregister.fid-5a1e297e_17d0a604c22_-2515;Alkmaar;GSM 1800;31;111263;517392
antenneregister.fid-5a1e297e_17d0a604c22_-2514;Alkmaar;GSM 1800;24;114403.2139;518153.8302
antenneregister.fid-5a1e297e_17d0a604c22_-2513;Alkmaar;GSM 1800;28.3;110947;516770
antenneregister.fid-5a1e297e_17d0a604c22_-2512;Alkmaar;GSM 1800;19.7;111962;516321
antenneregister.fid-5a1e297e_17d0a604c22_-2511;Alkmaar;GSM 1800;5.2;111746;516101
antenneregister.fid-5a1e297e_17d0a604c22_-2510;Alkmaar;GSM 1800;32.2;110256;516253
antenneregister.fid-5a1e297e_17d0a604c22_-250f;Alkmaar;GSM 1800;30.2;110960;516755
antenneregister.fid-5a1e297e_17d0a604c22_-250e;Alkmaar;GSM 1800;48;112584;513811
antenneregister.fid-5a1e297e_17d0a604c22_-250d;Alkmaar;GSM 1800;36;112059.7321;514956
antenneregister.fid-5a1e297e_17d0a604c22_-250c;Alkmaar;GSM 1800;20.7;112392;519084
antenneregister.fid-5a1e297e_17d0a604c22_-250b;Alkmaar;GSM 1800;21.4;110986;518375
antenneregister.fid-5a1e297e_17d0a604c22_-250a;Alkmaar;GSM 1800;23.7;112313;518857
antenneregister.fid-5a1e297e_17d0a604c22_-2509;Alkmaar;GSM 1800;30.4;112570.3301;516419.5
antenneregister.fid-5a1e297e_17d0a604c22_-2508;Alkmaar;GSM 1800;18.4;111534;515699
antenneregister.fid-5a1e297e_17d0a604c22_-2507;Alkmaar;GSM 1800;25;112982;519980
antenneregister.fid-5a1e297e_17d0a604c22_-2506;Alkmaar;GSM 1800;25.8;113288.3301;520813.5
antenneregister.fid-5a1e297e_17d0a604c22_-2505;Alkmaar;GSM 1800;25;111057;514670
antenneregister.fid-5a1e297e_17d0a604c22_-2504;Alkmaar;GSM 1800;19;111971.3301;516298.5
antenneregister.fid-5a1e297e_17d0a604c22_-2503;Alkmaar;GSM 1800;36.6;111804.3301;514597.5
antenneregister.fid-5a1e297e_17d0a604c22_-2502;Alkmaar;GSM 1800;31;110202.7321;516189
antenneregister.fid-5a1e297e_17d0a604c22_-2501;Alkmaar;GSM 1800;15;110736.3301;514727.5
antenneregister.fid-5a1e297e_17d0a604c22_-2500;Alkmaar;GSM 1800;21.1;112704;517545
antenneregister.fid-5a1e297e_17d0a604c22_-24ff;Alkmaar;GSM 1800;26.6;113541;515926
antenneregister.fid-5a1e297e_17d0a604c22_-24fe;Alkmaar;GSM 900;19;112179.3301;520244.5
antenneregister.fid-5a1e297e_17d0a604c22_-24fd;Alkmaar;GSM 900;20.5;112699;517543
antenneregister.fid-5a1e297e_17d0a604c22_-24fc;Alkmaar;GSM 900;22.4;114404.924;518150.8682
antenneregister.fid-5a1e297e_17d0a604c22_-24fb;Alkmaar;GSM 900;23.7;114404.3301;518147.5
antenneregister.fid-5a1e297e_17d0a604c22_-24fa;Alkmaar;GSM 900;28.2;111807.3301;513224.5
antenneregister.fid-5a1e297e_17d0a604c22_-24f9;Alkmaar;GSM 900;32.1;110196.6699;516187.5
antenneregister.fid-5a1e297e_17d0a604c22_-24f8;Alkmaar;GSM 900;25;112980;519975
antenneregister.fid-5a1e297e_17d0a604c22_-24f7;Alkmaar;GSM 900;19.3;111988.7321;516286
antenneregister.fid-5a1e297e_17d0a604c22_-24f6;Alkmaar;GSM 900;20.4;112684.3301;517547.5
antenneregister.fid-5a1e297e_17d0a604c22_-24f5;Alkmaar;GSM 900;27.9;113061.7321;516029
antenneregister.fid-5a1e297e_17d0a604c22_-24f4;Alkmaar;GSM 900;25.3;111696.3301;515008.5
antenneregister.fid-5a1e297e_17d0a604c22_-24f3;Alkmaar;GSM 900;20.1;111458;516482
antenneregister.fid-5a1e297e_17d0a604c22_-24f2;Alkmaar;GSM 900;28;111541.7321;517809
antenneregister.fid-5a1e297e_17d0a604c22_-24f1;Alkmaar;GSM 900;21.3;113765.7321;517203
antenneregister.fid-5a1e297e_17d0a604c22_-24f0;Alkmaar;GSM 900;31;111258;517387
antenneregister.fid-5a1e297e_17d0a604c22_-24ef;Alkmaar;GSM 900;22;111559.3301;515572.5
antenneregister.fid-5a1e297e_17d0a604c22_-24ee;Alkmaar;GSM 900;49.3;112582;513806
antenneregister.fid-5a1e297e_17d0a604c22_-24ed;Alkmaar;GSM 900;37;110951.3301;516755.5
antenneregister.fid-5a1e297e_17d0a604c22_-24ec;Alkmaar;GSM 900;29.5;113044.3301;514637.5
antenneregister.fid-5a1e297e_17d0a604c22_-24eb;Alkmaar;GSM 900;25;111055;514668
antenneregister.fid-5a1e297e_17d0a604c22_-24ea;Alkmaar;GSM 900;19.7;110374.3301;517573.5
antenneregister.fid-5a1e297e_17d0a604c22_-24e9;Alkmaar;GSM 900;32.2;110251;516248
antenneregister.fid-5a1e297e_17d0a604c22_-24e8;Alkmaar;GSM 900;19.7;111960;516316
antenneregister.fid-5a1e297e_17d0a604c22_-24e7;Alkmaar;GSM 900;23.7;112311;518855
antenneregister.fid-5a1e297e_17d0a604c22_-24e6;Alkmaar;GSM 900;28.3;110945;516765
antenneregister.fid-5a1e297e_17d0a604c22_-24e5;Alkmaar;GSM 900;22.3;111260;518430
antenneregister.fid-5a1e297e_17d0a604c22_-24e4;Alkmaar;GSM 900;17.6;113554.3301;515047.5
antenneregister.fid-5a1e297e_17d0a604c22_-24e3;Alkmaar;GSM 900;21.4;110984;518370
antenneregister.fid-5a1e297e_17d0a604c22_-24e2;Alkmaar;GSM 900;32.8;111259;517389
antenneregister.fid-5a1e297e_17d0a604c22_-24e1;Alkmaar;GSM 900;28.1;112584;516305
antenneregister.fid-5a1e297e_17d0a604c22_-24e0;Alkmaar;GSM 900;13.9;112685.3301;517620.5
antenneregister.fid-5a1e297e_17d0a604c22_-24df;Alkmaar;GSM 900;30.2;112561.6699;516419.5
antenneregister.fid-5a1e297e_17d0a604c22_-24de;Alkmaar;GSM 900;28;111799.3301;513205.5
antenneregister.fid-5a1e297e_17d0a604c22_-24dd;Alkmaar;GSM 900;33;111795.6699;514597.5
antenneregister.fid-5a1e297e_17d0a604c22_-24dc;Alkmaar;GSM 900;20.1;112390;519082
antenneregister.fid-5a1e297e_17d0a604c22_-24db;Alkmaar;GSM 900;19.5;111051.7321;514649
antenneregister.fid-5a1e297e_17d0a604c22_-24da;Alkmaar;GSM 900;28.4;110153;516148
antenneregister.fid-5a1e297e_17d0a604c22_-24d9;Alkmaar;GSM 900;20.4;112385.7321;519093
antenneregister.fid-5a1e297e_17d0a604c22_-24d8;Alkmaar;GSM 900;36;112053.6699;514954.5
antenneregister.fid-5a1e297e_17d0a604c22_-24d7;Alkmaar;GSM 900;22.3;114401.7101;518145.3015
antenneregister.fid-5a1e297e_17d0a604c22_-24d6;Alkmaar;GSM 900;23.5;113282.2679;520815
antenneregister.fid-5a1e297e_17d0a604c22_-24d5;Alkmaar;GSM 900;36;111801.7321;514609
antenneregister.fid-5a1e297e_17d0a604c22_-24d4;Alkmaar;GSM 900;46;112595;513809
antenneregister.fid-5a1e297e_17d0a604c22_-24d3;Alkmaar;GSM 900;17;112174;520242
antenneregister.fid-5a1e297e_17d0a604c22_-24d2;Alkmaar;GSM 900;25.9;113536;515924
antenneregister.fid-5a1e297e_17d0a604c22_-24d1;Alkmaar;LTE;19.3;111985.2679;516286
antenneregister.fid-5a1e297e_17d0a604c22_-24d0;Alkmaar;LTE;49.8;112580;513811
antenneregister.fid-5a1e297e_17d0a604c22_-24cf;Alkmaar;LTE;20.4;112382.2679;519093
antenneregister.fid-5a1e297e_17d0a604c22_-24ce;Alkmaar;LTE;37;110945.2679;516757
antenneregister.fid-5a1e297e_17d0a604c22_-24cd;Alkmaar;LTE;32.2;110246;516253
antenneregister.fid-5a1e297e_17d0a604c22_-24cc;Alkmaar;LTE;21.3;113762.2679;517203
antenneregister.fid-5a1e297e_17d0a604c22_-24cb;Alkmaar;LTE;25;112978;519980
antenneregister.fid-5a1e297e_17d0a604c22_-24ca;Alkmaar;LTE;21.1;112694;517545
antenneregister.fid-5a1e297e_17d0a604c22_-24c9;Alkmaar;LTE;29.5;113035.6699;514637.5
antenneregister.fid-5a1e297e_17d0a604c22_-24c8;Alkmaar;LTE;28;111790.6699;513205.5
antenneregister.fid-5a1e297e_17d0a604c22_-24c7;Alkmaar;LTE;28.2;111801.2679;513226
antenneregister.fid-5a1e297e_17d0a604c22_-24c6;Alkmaar;LTE;31;111256;517392
antenneregister.fid-5a1e297e_17d0a604c22_-24c5;Alkmaar;LTE;25;111053;514670
antenneregister.fid-5a1e297e_17d0a604c22_-24c4;Alkmaar;LTE;22.3;114399.316;518148.1206
antenneregister.fid-5a1e297e_17d0a604c22_-24c3;Alkmaar;LTE;27.9;113055.6699;516027.5
antenneregister.fid-5a1e297e_17d0a604c22_-24c2;Alkmaar;LTE;25.3;111690.2679;515010
antenneregister.fid-5a1e297e_17d0a604c22_-24c1;Alkmaar;LTE;19;111965.2679;516300
antenneregister.fid-5a1e297e_17d0a604c22_-24c0;Alkmaar;LTE;19.7;111958;516321
antenneregister.fid-5a1e297e_17d0a604c22_-24bf;Alkmaar;LTE;13.9;112676.6699;517620.5
antenneregister.fid-5a1e297e_17d0a604c22_-24be;Alkmaar;LTE;36;111795.6699;514607.5
antenneregister.fid-5a1e297e_17d0a604c22_-24bd;Alkmaar;LTE;20.4;112675.6699;517547.5
antenneregister.fid-5a1e297e_17d0a604c22_-24bc;Alkmaar;LTE;17.4;111878;516840
antenneregister.fid-5a1e297e_17d0a604c22_-24bb;Alkmaar;LTE;36;112058;514959
antenneregister.fid-5a1e297e_17d0a604c22_-24ba;Alkmaar;LTE;22;111550.6699;515572.5
antenneregister.fid-5a1e297e_17d0a604c22_-24b9;Alkmaar;LTE;17.6;113545.6699;515047.5
antenneregister.fid-5a1e297e_17d0a604c22_-24b8;Alkmaar;LTE;22.4;114398.2679;518149
antenneregister.fid-5a1e297e_17d0a604c22_-24b7;Alkmaar;LTE;19.7;110365.6699;517573.5
antenneregister.fid-5a1e297e_17d0a604c22_-24b6;Alkmaar;LTE;23.7;112306;518857
antenneregister.fid-5a1e297e_17d0a604c22_-24b5;Alkmaar;LTE;19.5;111048.2679;514649
antenneregister.fid-5a1e297e_17d0a604c22_-24b4;Alkmaar;LTE;15;110730.2679;514729
antenneregister.fid-5a1e297e_17d0a604c22_-24b3;Alkmaar;LTE;20.7;112388;519084
antenneregister.fid-5a1e297e_17d0a604c22_-24b2;Alkmaar;LTE;21.4;110979;518375
antenneregister.fid-5a1e297e_17d0a604c22_-24b1;Alkmaar;LTE;28.3;110943;516770
antenneregister.fid-5a1e297e_17d0a604c22_-24b0;Alkmaar;LTE;19;112170.6699;520244.5
antenneregister.fid-5a1e297e_17d0a604c22_-24af;Alkmaar;LTE;28.7;111535.6699;517807.5
antenneregister.fid-5a1e297e_17d0a604c22_-24ae;Alkmaar;LTE;16.7;113609;516667
antenneregister.fid-5a1e297e_17d0a604c22_-24ad;Alkmaar;LTE;26.6;113534;515926
antenneregister.fid-5a1e297e_17d0a604c22_-24ac;Alkmaar;UMTS;49.8;112582;513813
antenneregister.fid-5a1e297e_17d0a604c22_-24ab;Alkmaar;UMTS;21.1;112699;517550
antenneregister.fid-5a1e297e_17d0a604c22_-24aa;Alkmaar;UMTS;15;110732;514732
antenneregister.fid-5a1e297e_17d0a604c22_-24a9;Alkmaar;UMTS;25;112980;519985
antenneregister.fid-5a1e297e_17d0a604c22_-24a8;Alkmaar;UMTS;28;111795;513210
antenneregister.fid-5a1e297e_17d0a604c22_-24a7;Alkmaar;UMTS;16.5;113649;516645
antenneregister.fid-5a1e297e_17d0a604c22_-24a6;Alkmaar;UMTS;16.7;112681;517628
antenneregister.fid-5a1e297e_17d0a604c22_-24a5;Alkmaar;UMTS;23.7;114398.0304;518150.3473
antenneregister.fid-5a1e297e_17d0a604c22_-24a4;Alkmaar;UMTS;28.2;111803;513229
antenneregister.fid-5a1e297e_17d0a604c22_-24a3;Alkmaar;UMTS;20.4;112680;517552
antenneregister.fid-5a1e297e_17d0a604c22_-24a2;Alkmaar;UMTS;28.3;110945;516772
antenneregister.fid-5a1e297e_17d0a604c22_-24a1;Alkmaar;UMTS;28;111540;517815
antenneregister.fid-5a1e297e_17d0a604c22_-24a0;Alkmaar;UMTS;38.3;113268;515475
antenneregister.fid-5a1e297e_17d0a604c22_-249f;Alkmaar;UMTS;18.8;112384;519099
antenneregister.fid-5a1e297e_17d0a604c22_-249e;Alkmaar;UMTS;25.8;113284;520818
antenneregister.fid-5a1e297e_17d0a604c22_-249d;Alkmaar;UMTS;15.6;112680;517630
antenneregister.fid-5a1e297e_17d0a604c22_-249c;Alkmaar;UMTS;33.9;113019;514645
antenneregister.fid-5a1e297e_17d0a604c22_-249b;Alkmaar;UMTS;33;113040;514645
antenneregister.fid-5a1e297e_17d0a604c22_-249a;Alkmaar;UMTS;29.6;110294;517228
antenneregister.fid-5a1e297e_17d0a604c22_-2499;Alkmaar;UMTS;18;111878;516850
antenneregister.fid-5a1e297e_17d0a604c22_-2498;Alkmaar;UMTS;19;111967;516306
antenneregister.fid-5a1e297e_17d0a604c22_-2497;Alkmaar;UMTS;32.4;110201;516192
antenneregister.fid-5a1e297e_17d0a604c22_-2496;Alkmaar;UMTS;20.8;111050;514652
antenneregister.fid-5a1e297e_17d0a604c22_-2495;Alkmaar;UMTS;26.7;109654;515541
antenneregister.fid-5a1e297e_17d0a604c22_-2494;Alkmaar;UMTS;23.7;114396.7861;518153.8302
antenneregister.fid-5a1e297e_17d0a604c22_-2493;Alkmaar;UMTS;35.3;110251;516255
antenneregister.fid-5a1e297e_17d0a604c22_-2492;Alkmaar;UMTS;20.9;110370;517578
antenneregister.fid-5a1e297e_17d0a604c22_-2491;Alkmaar;UMTS;35.6;113047;514629
antenneregister.fid-5a1e297e_17d0a604c22_-2490;Alkmaar;UMTS;17.6;113550;515052
antenneregister.fid-5a1e297e_17d0a604c22_-248f;Alkmaar;UMTS;36.6;111800;514602
antenneregister.fid-5a1e297e_17d0a604c22_-248e;Alkmaar;UMTS;22.2;110980;518380
antenneregister.fid-5a1e297e_17d0a604c22_-248d;Alkmaar;UMTS;37.3;111800;514612
antenneregister.fid-5a1e297e_17d0a604c22_-248c;Alkmaar;UMTS;30.2;110960;516762
antenneregister.fid-5a1e297e_17d0a604c22_-248b;Alkmaar;UMTS;26.5;111055;514675
antenneregister.fid-5a1e297e_17d0a604c22_-248a;Alkmaar;UMTS;25.9;111692;515016
antenneregister.fid-5a1e297e_17d0a604c22_-2489;Alkmaar;UMTS;0;111520;517061
antenneregister.fid-5a1e297e_17d0a604c22_-2488;Alkmaar;UMTS;19;112175;520249
antenneregister.fid-5a1e297e_17d0a604c22_-2487;Alkmaar;UMTS;14.9;114044;517535
antenneregister.fid-5a1e297e_17d0a604c22_-2486;Alkmaar;UMTS;18.4;111534;515703
antenneregister.fid-5a1e297e_17d0a604c22_-2485;Alkmaar;UMTS;22;111555;515580
antenneregister.fid-5a1e297e_17d0a604c22_-2484;Alkmaar;UMTS;48.2;112595;513813
antenneregister.fid-5a1e297e_17d0a604c22_-2483;Alkmaar;UMTS;23.6;111543;515513
antenneregister.fid-5a1e297e_17d0a604c22_-2482;Alkmaar;UMTS;22.6;113764;517206
antenneregister.fid-5a1e297e_17d0a604c22_-2481;Alkmaar;UMTS;20.1;111458;516489
antenneregister.fid-5a1e297e_17d0a604c22_-2480;Alkmaar;UMTS;29.3;113060;516035
antenneregister.fid-5a1e297e_17d0a604c22_-247f;Alkmaar;UMTS;21;111960;516323
antenneregister.fid-5a1e297e_17d0a604c22_-247e;Alkmaar;UMTS;20.7;112390;519089
antenneregister.fid-5a1e297e_17d0a604c22_-247d;Alkmaar;UMTS;28.4;110302;517218
antenneregister.fid-5a1e297e_17d0a604c22_-247c;Alkmaar;UMTS;32.8;111259;517396
antenneregister.fid-5a1e297e_17d0a604c22_-247b;Alkmaar;UMTS;35.6;110947;516763
antenneregister.fid-5a1e297e_17d0a604c22_-247a;Alkmaar;UMTS;30.4;112566;516424
antenneregister.fid-5a1e297e_17d0a604c22_-2479;Alkmaar;UMTS;30;110153;516155
antenneregister.fid-5a1e297e_17d0a604c22_-2478;Alkmaar;UMTS;19.4;111987;516289
antenneregister.fid-5a1e297e_17d0a604c22_-2477;Alkmaar;UMTS;25;112311;518859
antenneregister.fid-5a1e297e_17d0a604c22_-2476;Alkmaar;UMTS;21.4;110984;518380
antenneregister.fid-5a1e297e_17d0a604c22_-2475;Alkmaar;UMTS;24;114400;518152
antenneregister.fid-5a1e297e_17d0a604c22_-2474;Alkmaar;UMTS;31;111258;517397
antenneregister.fid-5a1e297e_17d0a604c22_-2473;Alkmaar;UMTS;23.7;112140;520184
antenneregister.fid-5a1e297e_17d0a604c22_-2472;Alkmaar;UMTS;17;112174;520249
antenneregister.fid-5a1e297e_17d0a604c22_-2471;Alkmaar;UMTS;26.6;113536;515931
antenneregister.fid-5a1e297e_17d0a604c22_-2470;Alkmaar;UMTS;16.7;113609;516677
antenneregister.fid-5a1e297e_17d0a604c22_-246f;Almelo;GSM 1800;19;241431.3301;485598.5
antenneregister.fid-5a1e297e_17d0a604c22_-246e;Almelo;GSM 1800;31.4;240432;483940
antenneregister.fid-5a1e297e_17d0a604c22_-246d;Almelo;GSM 1800;26.8;241809;487748
antenneregister.fid-5a1e297e_17d0a604c22_-246c;Almelo;GSM 1800;29.4;242882;488190
antenneregister.fid-5a1e297e_17d0a604c22_-246b;Almelo;GSM 1800;36.6;239981.3301;487242.5
antenneregister.fid-5a1e297e_17d0a604c22_-246a;Almelo;GSM 1800;30.6;242168;489225
antenneregister.fid-5a1e297e_17d0a604c22_-2469;Almelo;GSM 1800;27;240429.7321;483943
antenneregister.fid-5a1e297e_17d0a604c22_-2468;Almelo;GSM 1800;32.3;242412.7321;484449
antenneregister.fid-5a1e297e_17d0a604c22_-2467;Almelo;GSM 1800;33.7;242215;485910
antenneregister.fid-5a1e297e_17d0a604c22_-2466;Almelo;GSM 1800;28.7;243543.7321;487957
antenneregister.fid-5a1e297e_17d0a604c22_-2465;Almelo;GSM 1800;38.8;240128;484724
antenneregister.fid-5a1e297e_17d0a604c22_-2464;Almelo;GSM 1800;22.5;241847;485063
antenneregister.fid-5a1e297e_17d0a604c22_-2463;Almelo;GSM 1800;25.5;242226.7321;486040
antenneregister.fid-5a1e297e_17d0a604c22_-2462;Almelo;GSM 1800;21.6;240370;479107
antenneregister.fid-5a1e297e_17d0a604c22_-2461;Almelo;GSM 1800;56.1;243235;482063
antenneregister.fid-5a1e297e_17d0a604c22_-2460;Almelo;GSM 900;26.5;238780.3301;487848.5
antenneregister.fid-5a1e297e_17d0a604c22_-245f;Almelo;GSM 900;25;241164.3301;487147.5
antenneregister.fid-5a1e297e_17d0a604c22_-245e;Almelo;GSM 900;31.7;242409.2679;484449
antenneregister.fid-5a1e297e_17d0a604c22_-245d;Almelo;GSM 900;39.1;238276;489102
antenneregister.fid-5a1e297e_17d0a604c22_-245c;Almelo;GSM 900;21.9;240074.3301;486127.5
antenneregister.fid-5a1e297e_17d0a604c22_-245b;Almelo;GSM 900;29.4;242880;488185
antenneregister.fid-5a1e297e_17d0a604c22_-245a;Almelo;GSM 900;22.5;241845;485058
antenneregister.fid-5a1e297e_17d0a604c22_-2459;Almelo;GSM 900;35;243511.7321;484869
antenneregister.fid-5a1e297e_17d0a604c22_-2458;Almelo;GSM 900;26;239547;486345
antenneregister.fid-5a1e297e_17d0a604c22_-2457;Almelo;GSM 900;22.3;240363;487957
antenneregister.fid-5a1e297e_17d0a604c22_-2456;Almelo;GSM 900;29.3;243537.6699;487955.5
antenneregister.fid-5a1e297e_17d0a604c22_-2455;Almelo;GSM 900;26.7;240426.2679;483943
antenneregister.fid-5a1e297e_17d0a604c22_-2454;Almelo;GSM 900;25;240301.7321;487959
antenneregister.fid-5a1e297e_17d0a604c22_-2453;Almelo;GSM 900;21.5;241838;485059
antenneregister.fid-5a1e297e_17d0a604c22_-2452;Almelo;GSM 900;33.7;242210;485905
antenneregister.fid-5a1e297e_17d0a604c22_-2451;Almelo;GSM 900;31.2;241485;486270
antenneregister.fid-5a1e297e_17d0a604c22_-2450;Almelo;GSM 900;25.1;242223.2679;486040
antenneregister.fid-5a1e297e_17d0a604c22_-244f;Almelo;GSM 900;41.7;239972.6699;487242.5
antenneregister.fid-5a1e297e_17d0a604c22_-244e;Almelo;GSM 900;20.2;241828;485069
antenneregister.fid-5a1e297e_17d0a604c22_-244d;Almelo;GSM 900;21.8;241060.3301;482799.5
antenneregister.fid-5a1e297e_17d0a604c22_-244c;Almelo;GSM 900;19;241422.6699;485598.5
antenneregister.fid-5a1e297e_17d0a604c22_-244b;Almelo;GSM 900;11.3;240580.3301;487679.5
antenneregister.fid-5a1e297e_17d0a604c22_-244a;Almelo;GSM 900;28.8;240436.3301;483947.5
antenneregister.fid-5a1e297e_17d0a604c22_-2449;Almelo;GSM 900;31.1;243580.7321;484838
antenneregister.fid-5a1e297e_17d0a604c22_-2448;Almelo;GSM 900;25;239910;486141
antenneregister.fid-5a1e297e_17d0a604c22_-2447;Almelo;GSM 900;28.7;242886.3301;488179.5
antenneregister.fid-5a1e297e_17d0a604c22_-2446;Almelo;GSM 900;31.4;240430;483938
antenneregister.fid-5a1e297e_17d0a604c22_-2445;Almelo;GSM 900;34.9;240380.7321;479110
antenneregister.fid-5a1e297e_17d0a604c22_-2444;Almelo;LTE;31.1;243574.6699;484836.5
antenneregister.fid-5a1e297e_17d0a604c22_-2443;Almelo;LTE;33.7;242205;485910
antenneregister.fid-5a1e297e_17d0a604c22_-2442;Almelo;LTE;22.5;241843;485063
antenneregister.fid-5a1e297e_17d0a604c22_-2441;Almelo;LTE;31.4;240428;483940
antenneregister.fid-5a1e297e_17d0a604c22_-2440;Almelo;LTE;25;240295.6699;487957.5
antenneregister.fid-5a1e297e_17d0a604c22_-243f;Almelo;LTE;35;243505.6699;484867.5
antenneregister.fid-5a1e297e_17d0a604c22_-243e;Almelo;LTE;28.8;240427.6699;483947.5
antenneregister.fid-5a1e297e_17d0a604c22_-243d;Almelo;LTE;11.3;240574.2679;487681
antenneregister.fid-5a1e297e_17d0a604c22_-243c;Almelo;LTE;25;241158.2679;487149
antenneregister.fid-5a1e297e_17d0a604c22_-243b;Almelo;LTE;27.4;242550;487009
antenneregister.fid-5a1e297e_17d0a604c22_-243a;Almelo;LTE;29.4;242878;488190
antenneregister.fid-5a1e297e_17d0a604c22_-2439;Almelo;LTE;21.8;241051.6699;482799.5
antenneregister.fid-5a1e297e_17d0a604c22_-2438;Almelo;LTE;21.9;240065.6699;486127.5
antenneregister.fid-5a1e297e_17d0a604c22_-2437;Almelo;LTE;28.7;242877.6699;488179.5
antenneregister.fid-5a1e297e_17d0a604c22_-2436;Almelo;LTE;26.5;238771.6699;487848.5
antenneregister.fid-5a1e297e_17d0a604c22_-2435;Almelo;LTE;34.9;240374.6699;479108.5
antenneregister.fid-5a1e297e_17d0a604c22_-2434;Almelo;UMTS;30.6;238216;489201
antenneregister.fid-5a1e297e_17d0a604c22_-2433;Almelo;UMTS;26.8;242175;489234
antenneregister.fid-5a1e297e_17d0a604c22_-2432;Almelo;UMTS;33;241160;487152
antenneregister.fid-5a1e297e_17d0a604c22_-2431;Almelo;UMTS;21;241828;485076
antenneregister.fid-5a1e297e_17d0a604c22_-2430;Almelo;UMTS;13.1;240576;487687
antenneregister.fid-5a1e297e_17d0a604c22_-242f;Almelo;UMTS;29.4;243570;484843
antenneregister.fid-5a1e297e_17d0a604c22_-242e;Almelo;UMTS;26.8;241809;487752
antenneregister.fid-5a1e297e_17d0a604c22_-242d;Almelo;UMTS;31.6;238776;487853
antenneregister.fid-5a1e297e_17d0a604c22_-242c;Almelo;UMTS;26.4;243580;487971
antenneregister.fid-5a1e297e_17d0a604c22_-242b;Almelo;UMTS;47.2;239248;483327
antenneregister.fid-5a1e297e_17d0a604c22_-242a;Almelo;UMTS;34.4;242540;487016
antenneregister.fid-5a1e297e_17d0a604c22_-2429;Almelo;UMTS;28.5;241847;486371
antenneregister.fid-5a1e297e_17d0a604c22_-2428;Almelo;UMTS;30;239683;482869
antenneregister.fid-5a1e297e_17d0a604c22_-2427;Almelo;UMTS;32.4;241485;486280
antenneregister.fid-5a1e297e_17d0a604c22_-2426;Almelo;UMTS;23.2;240070;486132
antenneregister.fid-5a1e297e_17d0a604c22_-2425;Almelo;UMTS;19;241427;485606
antenneregister.fid-5a1e297e_17d0a604c22_-2424;Almelo;UMTS;28.7;242882;488187
